sentiment,text
negative,@MizFitOnline Is ur host down? I'm getting nothin' 
negative,@lyn_ thanks hun.. didnt even no he was going to be on... pitty we couldnt see him sing 
negative,@myrtti  ouch
negative,"I'm all snuffly and then hot and cold, tired and bunged up.  Woe is me "
negative,"Just a heads up. Site's being wonky, so will like probably post late today. Flippin technical issues. "
negative,@skinnylatte its a great article but quite sad. We are the saddest pinnacle of evolution 
negative,Goodbye Jive test server - so very sorry to have to shut you down 
negative,I'm up  amy's coming around today so i have to clean my room 
negative,finishing the tax return... instead of making some tracks or enjoying the sun... 
negative,be offline 
negative,hoping my new kitten is well - as she isn't eating or drinking - hopefully just stress of a new place 
negative,@danielhcwong Taylor 814ce --&gt; #&amp;$(#&amp;$!(@#$(!@#*$(#!( sweet mother of #@&amp;$(!@#($*(!@#*$(!@#&amp;$(!@#$&amp;!(@#!#@($... my livie is only 2900 
negative,@elltotheice poor kid  damn all those people who want to cut there grass ã®´__ã®´ ahaha! 15days&lt;3
negative,"I'm wish I wouldn't have drank coffee all day long, need sleep, must sleep, can't sleep "
negative,"is feeling even worse..  cold, cough, sore throat.. the works "
negative,"finally have the vintage logo of greatness over here now...kinda tough to do right now w/o a home computer  ... oh well, someday"
negative,is feeling weird today. happy and sad at the same time. and missing my people from italy  ilyyy &lt;3
negative,"argh, there goes my plans for Friday... "
negative,@heidimontag : i dont know im in the UK so isn't out here yet  so jealous
negative,got formal invitation. what am i gonna do about my date? i should've said to put &quot;Nick &amp; Guest&quot;. 
negative,ande now I'm not sure I want to associate with such a violet product  may have a re-think about my screen name
negative,@markhardy1974 it IS but i'm still waiting for my ride  #itm
negative,wish the sun would shine more.  i have a cute yellow dress to wear. COME ON SUN. COME OUT AND PLAY. stupid england.
negative,"well, my foot odor problem is def. back!  hmph. "
negative,The drawback to this is that every picture I take with my phone is broadcast and is sent with the file name as text.  #AutomationAtaCost
negative,"@petemc they're horrible, they're out to get me "
negative,dontcha just love microsoft corrupted open XML documents. 
negative,i have fucking shin splints!!!! im in pain.....DRUGS PLEASE......i never realised they could be so painful 
negative,@taratomes I applied to go on that - but my Dad wouldn't drive me to Manchester for the auditions 
negative,I have no idea how to use twitter.  No one wants to follow me cause I'm a bland person.
negative,@helenthornber I dunno but I used to get fruitsalads and blackjacks from the post office...we never got applejacks tho 
negative,My best friend Amy is coming round today to i've got to clean the house  and i've got to find my amp cable
negative,where is my phone &amp; good foods? aaaaaaaaah  
negative,"The Muppet Whatnot Workshop site is temporarily down, apparently totally sold out &quot;Working hard to get it back ASAP&quot;  Hurry up, y'all. "
negative,ednaiscool51 is up again yay! but all my videos are gone 
negative,"@James_yeah gah, poor illazilla and shame about the mutt  but best of luck  this time around!"
negative,@iB3nji Yeh i know but it wasnt on the showbags list in the paper the other day  I heard that they are broadcasting from the show on Thurs
negative,@alexfoster  re cat. Prob have amazing effect on vet bills too?  Watch for changes in character of remaining cat-puss!
negative,NEED UUUUUUUUUUUUUU.....  http://plurk.com/p/n0vpg
negative,"@sonnyjoeflangan goddammit, i missed it  what 3 songs? xx"
negative,"@CatQ was so thinking of you, family and friends. Glad you're okay! But It's a black day for Italy, with all those people killed. "
negative,Just had a great time... that is if I forget about the fight on the way back... 
negative,Horrible Weather 
negative,@DavidBlue someone spoiled it for me last week 
negative,@nicsknots  What up?
negative,"cant eat, drink or breath thanks to the bad throat infection "
negative,"cant eat, drink or breath properly thanks to the bad throat infection "
negative,Shattered 
negative,'s nanna just passed away 
negative,Having delay to 1500 
negative,Uni sucks! Have to leave home at 12:00 to attend a lecture at 14:30 to 16:30.  &amp; roadworks everywhere - MT installing fibre cables.
negative,"Started his 12 week training, it's going tobbr tough with so many birthdays, currently at work    http://twitpic.com/2y81k"
negative,It's so upsetting. Ami's in agony and the vet can't see her until 6pm. My poor little thing 
negative,"@matthewknight i don't know...! I can ping the site, but it won't load at all for me...  I'm trying to contact dreamhost "
negative,no body ever replys to me 
negative,"@edbehrens 'Thanks for all the good luck! Alas, I wasn't good enough  don't really want to explain but thanks for everything I &lt;3 you all'"
negative,cannot stop coughing  so much for sleeeping
negative,Wet hair in my eyes. 
negative,"@kevatkinson My bro and sis but very young, mums working today so thought i would help out... I don't have any sun "
negative,"having a coffee and going through my twitter, facebook and other social networks ..... it seems to become a full time job to keep up "
negative,gets to speak to my boyfriend til about 3! so happy! but then cant speak to him til may! that may hurt a little!! 
negative,@princessbuddha im having the same problem.. i never drive anymore! 
negative,still up... sad i lost followers 
negative,a sad day I morn for my awesome car  http://twitpic.com/2y82e
negative,"OK, I think I'm finally done with work for the (yester)day. Now for a beer and some TV before hitting the sack. Back at it around 9am. "
negative,working my life away.. 
negative,examz coming.........really feeling HeLpLeSsSsSs.. 
negative,Creepy Outdoor on the speedway: Alli is now in Portugal... Seems not so good 4 losing weight  not healthy!
negative,"@francesdath not bad, transitioning, being visited by many globe wandering gypsy queers at the moment... but you are missing "
negative,loaded with the cold  great fun!!!
negative,up early. my stomache is acting funny 
negative,has a headache...it wont go away and i dont want to od on panadol....lol....seriously though it hurts 
negative,http://twitter.com/freddybust/status/1463411617 - thats right! 
negative,"Maybe that was unclear... I'm planning to post on my own website later than usual today, due to technical issues "
negative,does anyone else miss chatting in chat rooms? I do  but can't find  one i feel comfortable in suggestions please?
negative,"Vah. The dreaded lurgy strikes. I'm in dire need of tea, chloroformed or otherwise. Alas, I'm off to ASDA for pizza, no time for tea "
negative,The leeds festival twitter man has lied. There is no update. 
negative,"going, going, aaand gone. poor moosie fell asleep in class   http://twitpic.com/2y82y"
negative,is really fed up 
negative,"swapping songs through email with carrie, damn the tasman DAMN IT TO HELL i wanna jam "
negative,"damn it, i still can't find a decent sized photo "
negative,"@Anjeebaby I'm fine if things are busy, just gets hard at quieter times "
negative,"Essay finished, 3,605 words, very pleased with self but dreading the return to project work "
negative,"@VioletsCRUK Yeah, off Aberdeen, on the Miller platform, the one the chopper left before it went down thew other day "
negative,immm sooooo lowwww 
negative,"I still feel toss, though I was better yesterday but actually realised im not when I woke up at 5am feeling sick "
negative,Still have a lot of work to catch up on! 
negative,...  missed the gig 
negative,Khb count low today despite the changing weather. 
negative,@dale__wood I love uni coffee????? BET you won't get this one. ILPC oh ps uni tomorrow pick u up at 12:52! PS 1000 word assignment!  ARG
negative,now I'm having a hard time digesting disappointment 
negative,READY FOR FRIDAY at the TED!! Go Braves! &amp; stocking up on ricola cough drops &amp; dayquil b.c i have a cold from the constant weather change 
negative,:S geen How I Met Your Mother vandaag 
negative,No southpark for me 
negative,"yay, migraine to round of Berlin "
negative,@SheriTingle Really busy  Loads of projects to complete.
